0.700 0.672
0.672 0.672
0.672 0.705
0.705 0.705
0.705 0.665
0.665 0.665
0.665 0.713
0.713 0.713
0.713 0.655
0.655 0.655
0.655 0.723
0.723 0.723
0.723 0.641
0.641 0.641
0.641 0.737
0.737 0.737
0.737 0.621
0.621 0.621
0.621 0.753
0.753 0.753
0.753 0.595
0.595 0.595
0.595 0.771
0.771 0.771
0.771 0.565
0.565 0.565
0.565 0.787
0.787 0.787
0.787 0.537
0.537 0.537
0.537 0.796
0.796 0.796
0.796 0.520
0.520 0.520
0.520 0.799
0.799 0.799
0.799 0.515
0.515 0.515
0.515 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
0.799 0.513
0.513 0.513
0.513 0.799
0.799 0.799
