0.700 0.600
0.600 0.600
0.600 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.800
0.800 0.800
0.800 0.400
0.400 0.400
0.400 0.801
0.801 0.801
0.801 0.398
0.398 0.398
0.398 0.797
0.797 0.797
0.797 0.406
0.406 0.406
0.406 0.812
0.812 0.812
0.812 0.375
0.375 0.375
0.375 0.750
0.750 0.750
0.750 0.500
0.500 0.500
0.500 1.000
1.000 1.000
1.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
