0.962 0.143
0.143 0.477
0.477 0.973
0.973 0.103
0.103 0.360
0.360 0.898
0.898 0.356
0.356 0.894
0.894 0.369
0.369 0.908
0.908 0.326
0.326 0.856
0.856 0.480
0.480 0.973
0.973 0.101
0.101 0.354
0.354 0.892
0.892 0.374
0.374 0.913
0.913 0.308
0.308 0.832
0.832 0.546
0.546 0.967
0.967 0.125
0.125 0.427
0.427 0.954
0.954 0.169
0.169 0.549
0.549 0.966
0.966 0.129
0.129 0.439
0.439 0.961
0.961 0.148
0.148 0.491
0.491 0.975
0.975 0.096
0.096 0.339
0.339 0.874
0.874 0.430
0.430 0.956
0.956 0.165
0.165 0.536
0.536 0.970
0.970 0.114
0.114 0.394
0.394 0.931
0.931 0.251
0.251 0.733
0.733 0.764
0.764 0.704
0.704 0.813
0.813 0.592
0.592 0.942
0.942 0.212
0.212 0.653
0.653 0.884
0.884 0.399
0.399 0.935
0.935 0.236
0.236 0.703
0.703 0.815
0.815 0.589
0.589 0.944
0.944 0.205
0.205 0.635
0.635 0.903
0.903 0.340
0.340 0.875
0.875 0.426
0.426 0.954
0.954 0.173
0.173 0.557
0.557 0.962
0.962 0.141
0.141 0.474
0.474 0.972
0.972 0.105
0.105 0.367
0.367 0.906
0.906 0.333
0.333 0.866
0.866 0.451
0.451 0.966
0.966 0.129
0.129 0.438
0.438 0.960
0.960 0.149
0.149 0.494
0.494 0.975
0.975 0.096
0.096 0.337
0.337 0.871
0.871 0.437
0.437 0.960
0.960 0.151
0.151 0.501
0.501 0.975
0.975 0.095
0.095 0.336
0.336 0.870
0.870 0.442
0.442 0.962
0.962 0.142
0.142 0.476
0.476 0.973
0.973 0.104
0.104 0.362
0.362 0.901
0.901 0.349
0.349 0.886
0.886 0.394
0.394 0.931
0.931 0.249
0.249 0.730
0.730 0.768
0.768 0.694
0.694 0.828
0.828 0.555
0.555 0.963
0.963 0.138
0.138 0.464
0.464 0.970
0.970 0.114
0.114 0.393
0.393 0.930
0.930 0.254
0.254 0.738
0.738 0.754
0.754 0.724
0.724 0.779
0.779 0.672
0.672 0.860
0.860 0.470
0.470 0.971
0.971 0.108
0.108 0.376
0.376 0.915
0.915 0.303
0.303 0.824
0.824 0.565
0.565 0.959
0.959 0.155
0.155 0.511
0.511 0.975
0.975 0.097
0.097 0.341
0.341 0.876
0.876 0.424
0.424 0.953
0.953 0.176
0.176 0.566
0.566 0.958
0.958 0.157
0.157 0.516
0.516 0.974
0.974 0.099
0.099 0.346
0.346 0.883
0.883 0.403
0.403 0.938
0.938 0.227
0.227 0.683
0.683 0.844
0.844 0.514
0.514 0.974
0.974 0.098
0.098 0.344
0.344 0.880
0.880 0.411
0.411 0.944
0.944 0.206
0.206 0.639
0.639 0.900
0.900 0.351
0.351 0.888
0.888 0.388
0.388 0.926
0.926 0.267
0.267 0.764
0.764 0.703
0.703 0.814
0.814 0.591
0.591 0.943
0.943 0.210
0.210 0.647
0.647 0.891
0.891 0.378
0.378 0.917
0.917 0.296
0.296 0.812
0.812 0.595
0.595 0.940
0.940 0.219
0.219 0.668
0.668 0.865
0.865 0.455
0.455 0.967
0.967 0.124
0.124 0.423
0.423 0.952
0.952 0.179
0.179 0.573
0.573 0.954
0.954 0.170
0.170 0.551
0.551 0.965
0.965 0.132
0.132 0.447
0.447 0.964
0.964 0.135
0.135 0.456
0.456 0.968
0.968 0.122
0.122 0.419
0.419 0.949
0.949 0.188
0.188 0.595
0.595 0.940
0.940 0.220
0.220 0.669
0.669 0.864
0.864 0.459
0.459 0.968
0.968 0.119
0.119 0.409
0.409 0.943
0.943 0.210
0.210 0.647
0.647 0.890
0.890 0.381
0.381 0.919
0.919 0.289
0.289 0.801
0.801 0.621
0.621 0.918
0.918 0.294
0.294 0.810
0.810 0.600
0.600 0.936
0.936 0.234
0.234 0.699
0.699 0.821
0.821 0.573
0.573 0.954
0.954 0.169
0.169 0.549
0.549 0.966
0.966 0.129
0.129 0.439
0.439 0.960
0.960 0.148
0.148 0.492
0.492 0.975
0.975 0.096
0.096 0.339
0.339 0.873
0.873 0.431
