0.461 0.558
0.558 0.617
0.617 0.846
0.846 0.157
0.157 0.158
0.158 0.158
0.158 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.162
0.162 0.162
0.162 0.162
0.162 0.163
0.163 0.163
0.163 0.164
0.164 0.166
0.166 0.169
0.169 0.176
0.176 0.198
0.198 0.307
0.307 0.935
0.935 0.823
0.823 0.199
0.199 0.314
0.314 0.946
0.946 0.916
0.916 0.618
0.618 0.850
0.850 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.159
0.159 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.160
0.160 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.161
0.161 0.162
0.162 0.162
0.162 0.162
0.162 0.163
0.163 0.163
0.163 0.164
0.164 0.166
0.166 0.170
0.170 0.178
0.178 0.206
0.206 0.358
0.358 0.923
0.923 0.704
0.704 0.903
0.903 0.475
0.475 0.529
0.529 0.536
0.536 0.551
0.551 0.592
0.592 0.749
0.749 0.674
0.674 0.957
0.957 0.957
0.957 0.957
0.957 0.957
0.957 0.957
0.957 0.957
0.957 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
0.956 0.956
